CEO_name,Company,Left_Date,Start_Date,YEAR,Salary (x1000),Age,Title,Gender,City,State,Ticker,SEC Filing
J. Mike Walker,DRIL-QUIP INC,1/1/2011,1/1/2011,2008,566.539,64,co-chairman & co-CEO,MALE,Houston,TX,DRQ,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRQ
Blake T. DeBerry,DRIL-QUIP INC,12/31/2021,10/1/2011,2021,680,61,CEO & Director,MALE,Houston,TX,DRQ,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRQ
Jeffrey J. Bird,DRIL-QUIP INC,Current,1/1/2022,2023,633.385,56,"President, CEO & Director",MALE,Houston,TX,DRQ,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRQ
Gary D. Smith,DRIL-QUIP INC,9/1/2009,,2006,494.808,64,co-chairman & co-CEO,MALE,Houston,TX,DRQ,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRQ
Andrew W. Houston,DROPBOX INC,Current,6/1/2007,2023,625,40,"Co-Founder, Interim President, CEO & Chairman",MALE,San Francisco,CA,DBX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DBX
Mark S. Newman,DRS TECHNOLOGIES INC,1/1/2012,5/1/1994,2007,936.25,57,"chairman, president & CEO",MALE,Arlington,VA,DRS.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRS.1
"William J. Lynn, III",DRS TECHNOLOGIES INC,Current,1/1/2012,2021,1156.439,67,Chairman & CEO,MALE,Arlington,VA,DRS.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRS.1
James L. Donald,DSC COMMUNICATIONS CORP,Current,8/1/1981,1997,1000,66,"chmn., pres. & CEO",MALE,Austin,TX,DIGI.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DIGI.1
Joseph Perl,DSP COMMUNICATIONS INC,Current,7/1/1998,1998,213.354,53,pres. & CEO,MALE,Cupertino,CA,DSP.3,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DSP.3
Eliyahu Ayalon-Lanciano,DSP GROUP INC,7/1/2009,4/1/1996,2008,350,65,chairman & CEO,MALE,San Jose,CA,DSPG,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DSPG
Inon Beracha,DSP GROUP INC,1/25/2006,4/1/2005,2005,256,,CEO,MALE,San Jose,CA,DSPG,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DSPG
Ofer Elyakim,DSP GROUP INC,12/2/2021,6/1/2009,2020,326.863,50,CEO & Director,MALE,San Jose,CA,DSPG,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DSPG
Thomas A. McDonnell,DST SYSTEMS INC,9/12/2012,10/1/1984,2012,750,66,Non Executive Chairman,MALE,Kansas City,MO,DST,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DST
Stephen C. Hooley,DST SYSTEMS INC,4/16/2018,9/12/2012,2017,850,53,"Chairman of the Board, Chief Executive Officer and President",MALE,Kansas City,MO,DST,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DST
David J. Slater,DT MIDSTREAM INC,Current,5/6/2021,2023,776.923,57,"President, CEO & Director",MALE,Detroit,MI,DTM,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTM
John E. Lobbia,DTE ENERGY CO,7/31/1998,5/1/1990,1998,697.5,57,chmn. & CEO,MALE,Detroit,MI,DTE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTE
"Anthony F. Earley, Jr.",DTE ENERGY CO,10/1/2010,8/1/1998,2010,1219.692,61,Executive Chairman and Chairman of Internal Risk Management Committee,MALE,Detroit,MI,DTE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTE
Gerard M. Anderson,DTE ENERGY CO,7/1/2019,10/1/2010,2018,1344.231,59,Chairman and Chief Executive Officer,MALE,Detroit,MI,DTE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTE
Gerardo Norcia,DTE ENERGY CO,Current,7/1/2019,2023,1340,60,CEO & Chairman,MALE,Detroit,MI,DTE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTE
Jon E. Kirchner,DTS INC,Current,9/1/2001,2015,540.577,47,Chairman and Chief Executive Officer,MALE,Calabasas,CA,DTSI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTSI
"Edgar S. Woolard, Jr.",DU PONT (E I) DE NEMOURS,12/1/1995,4/1/1989,1995,1000,62,chmn. & CEO,MALE,Indianapolis,IN,DD.2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DD.2
John A. Krol,DU PONT (E I) DE NEMOURS,1/31/1998,12/1/1995,1997,975,61,CEO,MALE,Indianapolis,IN,DD.2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DD.2
"Charles O. Holliday, Jr.",DU PONT (E I) DE NEMOURS,1/1/2009,2/1/1998,2008,1369.5,60,chairman & CEO,MALE,Indianapolis,IN,DD.2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DD.2
Ellen J. Kullman,DU PONT (E I) DE NEMOURS,10/16/2015,1/1/2009,2015,1181.25,59,Chairwoman and Chief Executive Officer,FEMALE,Indianapolis,IN,DD.2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DD.2
Edward D. Breen,DU PONT (E I) DE NEMOURS,11/9/2015,10/16/2015,2016,1500,60,Chairman and Chief Executive Officer,MALE,Indianapolis,IN,DD.2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DD.2
William States Lee,DUKE ENERGY CORP,4/28/1994,5/1/1982,1993,795.833,65,"chmn., pres. & CEO",MALE,Charlotte,NC,DUK,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK
William H. Grigg,DUKE ENERGY CORP,5/31/1997,4/28/1994,1996,695,64,chmn. & CEO,MALE,Charlotte,NC,DUK,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK
Richard B. Priory,DUKE ENERGY CORP,11/1/2003,6/1/1997,2003,1200.012,56,chairman & CEO,MALE,Charlotte,NC,DUK,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK
Paul M. Anderson,DUKE ENERGY CORP,4/3/2006,11/1/2003,2005,Mentioned as zero,60,chairman & CEO,MALE,Charlotte,NC,DUK,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK
"James E. Rogers, Jr.",DUKE ENERGY CORP,7/1/2013,7/3/2012,2012,Mentioned as zero,65,"Executive Chairman, Chief Executive Officer and President",MALE,Charlotte,NC,DUK,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK
Lynn J. Good,DUKE ENERGY CORP,Current,7/1/2013,2023,1500,63,"Chairman, President & CEO",FEMALE,Charlotte,NC,DUK,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK
Jackson H. Randolph,DUKE ENERGY OHIO INC,Current,5/1/1993,1993,425,63,"chmn., pres., & CEO",MALE,Cincinnati,OH,CIN1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CIN1
"James E. Rogers, Jr.",DUKE ENERGY OHIO INC,Current,12/1/1995,2005,1250.004,58,chairman & CEO,MALE,Cincinnati,OH,CIN1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CIN1
Thomas L. Hefner,DUKE REALTY CORP,4/30/2004,1/1/1993,2003,415,57,chairman & CEO,MALE,Indianapolis,IN,DRE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRE
Dennis D. Oklak,DUKE REALTY CORP,12/31/2015,4/30/2004,2015,844.615,61,Executive Chairman,MALE,Indianapolis,IN,DRE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRE
James B. Connor,DUKE REALTY CORP,Current,1/1/2016,2021,957.692,62,Chairman & CEO,MALE,Indianapolis,IN,DRE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRE
Robert E. Weissman,DUN & BRADSTREET HOLDNGS INC,10/31/1996,1/1/1994,1996,720.833,55,chmn. & CEO,MALE,Jacksonville,FL,DNB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DNB
Volney Taylor,DUN & BRADSTREET HOLDNGS INC,10/25/1999,11/1/1996,1999,723,59,chmn. & CEO,MALE,Jacksonville,FL,DNB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DNB
Allan Z. Loren,DUN & BRADSTREET HOLDNGS INC,1/1/2005,10/1/2000,2004,700,66,chairman & CEO,MALE,Jacksonville,FL,DNB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DNB
Steven W. Alesio,DUN & BRADSTREET HOLDNGS INC,1/1/2010,1/1/2005,2009,975,55,Chairman of the Board,MALE,Jacksonville,FL,DNB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DNB
Siloo Sara Mathew,DUN & BRADSTREET HOLDNGS INC,10/7/2013,1/1/2010,2013,825,58,Chairman and Chief Executive Officer,FEMALE,Jacksonville,FL,DNB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DNB
Robert P. Carrigan,DUN & BRADSTREET HOLDNGS INC,2/12/2018,10/7/2013,2017,850,51,Chairman & Chief Executive Officer,MALE,Jacksonville,FL,DNB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DNB
Anthony M. Jabbour,DUN & BRADSTREET HOLDNGS INC,Current,2/8/2019,2023,250,56,CEO & Director,MALE,Jacksonville,FL,DNB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DNB
Charles W. Moritz,DUN & BRADSTREET HOLDNGS INC,12/31/1993,,1993,988.615,57,chmn. & CEO,MALE,Jacksonville,FL,DNB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DNB
Nigel Travis,DUNKIN' BRANDS GROUP INC,7/11/2018,1/1/2009,2018,1000,68,Chairman and Chief Executive Officer,MALE,Canton,MA,DNKN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DNKN
David L. Hoffmann,DUNKIN' BRANDS GROUP INC,12/15/2020,7/11/2018,2019,900,51,President of Donuts U.S. and Canada,MALE,Canton,MA,DNKN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DNKN
"Luis Alfonso von Ahn Arellano, Ph.D.",DUOLINGO INC,Current,8/1/2011,2023,750,44,"Co-Founder, Chairman of the Board, President & CEO",MALE,Pittsburgh,PA,DUOL,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUOL
Frank P. Popoff,DUPONT DE NEMOURS INC,10/31/1995,12/1/1987,1995,1095.842,60,chmn. & CEO,MALE,Wilmington,DE,DD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DD
Michael D. Parker,DUPONT DE NEMOURS INC,12/1/2002,11/1/2000,2002,1014.2,55,president & CEO,MALE,Wilmington,DE,DD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DD
William S. Stavropoulos,DUPONT DE NEMOURS INC,11/1/2004,12/15/2002,2004,1425.674,65,chairman,MALE,Wilmington,DE,DD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DD
"Andrew N. Liveris, A.O., B.E., Ph.D.",DUPONT DE NEMOURS INC,8/31/2017,11/1/2004,2017,1930.8,62,Executive Chairman,MALE,Wilmington,DE,DD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DD
Marc C. Doyle,DUPONT DE NEMOURS INC,2/17/2020,6/1/2019,2019,1116.667,49,,MALE,Wilmington,DE,DD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DD
Edward D. Breen,DUPONT DE NEMOURS INC,6/1/2024,2/17/2020,2023,1000,67,CEO & Executive Chairman,MALE,Wilmington,DE,DD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DD
"Peter S. Kirlin, Ph.D.",DUPONT PHOTOMASKS INC,6/24/2003,5/1/2000,2003,346.033,40,chairman & CEO,MALE,Round Rock,TX,DPMI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DPMI
"Marshall C. Turner, Jr.",DUPONT PHOTOMASKS INC,Current,6/24/2003,2004,4099000,62,chairman & CEO,MALE,Round Rock,TX,DPMI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DPMI
David D. Marshall,DUQUESNE LIGHT HOLDINGS INC,9/17/2001,8/1/1996,2001,354.167,47,"chairman, president & CEO",MALE,Pittsburgh,PA,DQE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DQE
Morgan K. O'Brien,DUQUESNE LIGHT HOLDINGS INC,Current,9/17/2001,2006,504,46,president & CEO,MALE,Pittsburgh,PA,DQE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DQE
Cam L. Garner,DURA PHARMACEUTICALS INC,Current,1/1/1990,1999,460,51,chairman & CEO,MALE,San Diego,CA,DURA.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DURA.1
C. Robert Kidder,DURACELL INTERNATIONAL,10/1/1994,6/1/1988,1994,653.439,50,chmn. & CEO,MALE,Bethel,CT,DUR.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUR.1
Charles R. Perrin,DURACELL INTERNATIONAL,Current,10/1/1994,1995,535.049,50,chmn. & CEO,MALE,Bethel,CT,DUR.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUR.1
John A. Couri,DUTY FREE INTERNATIONAL INC,5/23/1994,7/1/1987,1993,325,53,chmn. & co-CEO,MALE,Hollywood,FL,DFI.2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DFI.2
Alfred Carfora,DUTY FREE INTERNATIONAL INC,Current,10/1/1993,1996,325,46,pres. & CEO,MALE,Hollywood,FL,DFI.2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DFI.2
William Ray Hoover,DXC TECHNOLOGY CO,3/30/1995,11/1/1972,1994,762.404,65,chmn. & CEO,MALE,Ashburn,VA,DXC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DXC
Van B. Honeycutt,DXC TECHNOLOGY CO,5/21/2007,4/1/1995,2006,1425.325,62,chairman & CEO,MALE,Ashburn,VA,DXC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DXC
Michael W. Laphen,DXC TECHNOLOGY CO,3/19/2012,5/22/2007,2011,1086.058,61,Executive Director,MALE,Ashburn,VA,DXC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DXC
John Michael Lawrie,DXC TECHNOLOGY CO,9/12/2019,4/1/2017,2018,1250,66,"Chairman, President & CEO",MALE,Ashburn,VA,DXC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DXC
Michael J. Salvino,DXC TECHNOLOGY CO,12/20/2023,9/12/2019,2023,1350,59,Advisor,MALE,Ashburn,VA,DXC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DXC
David R. Little,DXP ENTERPRISES INC,Current,1/1/1996,2023,770,71,"Chairman of the Board, President & CEO",MALE,Houston,TX,DXPE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DXPE
Thomas R. Pledger,DYCOM INDUSTRIES INC,3/10/1999,1/2/1984,1999,648,61,exec. Chairman,MALE,Palm Beach Gardens,FL,DY,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DY
Steven E. Nielsen,DYCOM INDUSTRIES INC,Current,3/1/1999,2023,1191.3,61,"Chairman, President & CEO",MALE,Palm Beach Gardens,FL,DY,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DY
John W. Van Siclen,DYNATRACE INC,12/13/2021,1/1/2008,2021,427.462,65,Consultant,MALE,Waltham,MA,DT,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DT
Rick M. McConnell,DYNATRACE INC,Current,12/13/2021,2022,630,57,CEO & Director,MALE,Waltham,MA,DT,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DT
"Dino Dina, M.D.",DYNAVAX TECHNOLOGIES CORP,5/1/2013,5/1/1998,2012,460,65,Chief Executive Officer and Executive Director,MALE,EmeryVille,CA,DVAX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVAX
Eddie Gray,DYNAVAX TECHNOLOGIES CORP,8/1/2019,5/1/2013,2019,375.795,60,Chief Executive Officer and Director,MALE,EmeryVille,CA,DVAX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVAX
Ryan Spencer,DYNAVAX TECHNOLOGIES CORP,Current,12/16/2019,2023,760,45,CEO & Director,MALE,EmeryVille,CA,DVAX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVAX
Daniel L. Dienstbier,DYNEGY INC,10/23/2002,5/1/2002,2002,500,62,CEO,MALE,Irving,TX,DYN.2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DYN.2
Bruce A. Williamson,DYNEGY INC,3/11/2011,10/23/2002,2010,1000,51,"Chairman, Chief Executive Officer, President, Chief Executive Officer of Dynegy Holdings Inc and President of Dynegy Holdings Inc",MALE,Irving,TX,DYN.2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DYN.2
Robert C. Flexon,DYNEGY INC,4/1/2018,7/11/2011,2017,1232.308,59,"Chief Executive Officer, President and Director",MALE,Irving,TX,DYN.2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DYN.2
Charles L. Watson,DYNEGY INC,5/1/2002,,2001,1528.756,52,chairman & CEO,MALE,Irving,TX,DYN.2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DYN.2
Christos M. Cotsakos,E TRADE FINANCIAL CORP,1/1/2003,3/1/1996,2002,313.846,53,chairman & CEO,MALE,Arlington,VA,ETFC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETFC
"Mitchell Harris Caplan, J.D.",E TRADE FINANCIAL CORP,11/29/2007,1/1/2003,2007,750,49,former CEO,MALE,Arlington,VA,ETFC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETFC
Donald H. Layton,E TRADE FINANCIAL CORP,12/31/2009,3/2/2008,2009,1038.461,59,"Executive Chairman, Chief Executive Officer and Member of Finance & Risk Oversight Committee",MALE,Arlington,VA,ETFC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETFC
Steven Jay Freiberg,E TRADE FINANCIAL CORP,8/1/2012,4/1/2010,2012,630.769,55,"Chief Executive Officer, Director and Member of Finance & Risk Oversight Committee",MALE,Arlington,VA,ETFC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETFC
Paul Thomas Idzik,E TRADE FINANCIAL CORP,9/12/2016,1/22/2013,2016,734.615,55,"Chief Executive Officer, Director and President of E*Trade Bank",MALE,Arlington,VA,ETFC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETFC
Karl A. Roessner,E TRADE FINANCIAL CORP,8/14/2019,9/12/2016,2019,1000,51,Chief Executive Officer and Director,MALE,Arlington,VA,ETFC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETFC
E. Gene Keiffer,E-SYSTEMS INC,1/26/1994,4/25/1989,1993,559.23,64,chmn. & CEO,MALE,Dallas,TX,ESY.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESY.1
A. Lowell Lawson,E-SYSTEMS INC,Current,,1994,477.738,57,"chmn., pres. & CEO",MALE,Dallas,TX,ESY.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESY.1
Michael J. Fitzpatrick,E-TEK DYNAMICS INC,Current,10/1/1997,1999,300,50,"chmn., pres. & CEO",MALE,San Jose,CA,ETEK.,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETEK.
Tarang P. Amin,E.L.F. BEAUTY INC,Current,1/1/2014,2022,475,58,"Chairman, CEO & President",MALE,Oakland,CA,ELF,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ELF
Ronald D. Paul,EAGLE BANCORP INC/MD,3/21/2019,1/1/1997,2018,963.384,62,"Chairman, C.E.O, President & Treasurer",MALE,Bethesda,MD,EGBN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EGBN
Susan G. Riel,EAGLE BANCORP INC/MD,Current,3/21/2019,2023,907.36,73,"President, CEO & Director",FEMALE,Bethesda,MD,EGBN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EGBN
David J. Heerensperger,EAGLE HARDWARE & GARDEN INC,9/1/1997,11/1/1989,1997,340.85,61,chmn.,MALE,Renton,WA,EAGL.,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EAGL.
Steven R. Rowley,EAGLE MATERIALS INC,3/31/2016,9/1/2003,2015,940,63,"Chief Executive Officer, President, Director and Member of Executive Committee",MALE,Dallas,TX,EXP,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXP
David B. Powers,EAGLE MATERIALS INC,7/1/2019,3/31/2016,2017,850,68,"CEO, President & Director",MALE,Dallas,TX,EXP,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXP
Michael R. Haack,EAGLE MATERIALS INC,Current,7/1/2019,2023,1040,51,"CEO, President & Director",MALE,Dallas,TX,EXP,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXP
Scott L. Tarriff,EAGLE PHARMACEUTICALS INC,11/29/2023,1/1/2007,2022,848.94,62,"Founder, President, CEO & Director",MALE,Woodcliff Lake,NJ,EGRX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EGRX
"Judith Ng-Cashin, M.D.",EAGLE PHARMACEUTICALS INC,Current,,2020,70.862,51,Executive VP & Chief Medical Officer,FEMALE,Woodcliff Lake,NJ,EGRX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EGRX
Barry H. Beracha,EARTHGRAINS CO,Current,3/1/1996,2000,675,59,chairman & CEO,MALE,Saint Louis,MO,EGR.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EGR.1
Charles M. Brewer,EARTHLINK HOLDINGS CORP,3/1/1999,2/1/1994,1998,163.75,40,chmn. & CEO,MALE,Atlanta,GA,ELNK,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ELNK
Charles G. Betty,EARTHLINK HOLDINGS CORP,11/20/2006,3/1/1999,2006,741.827,49,former president & CEO,MALE,Atlanta,GA,ELNK,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ELNK
Rolla P. Huff,EARTHLINK HOLDINGS CORP,1/13/2014,6/1/2007,2013,825.001,56,"Chairman, Chief Executive Officer and President",MALE,Atlanta,GA,ELNK,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ELNK
Joseph F. Eazor,EARTHLINK HOLDINGS CORP,2/27/2017,1/13/2014,2016,776.25,53,"Chief Executive Officer, President and Director",MALE,Atlanta,GA,ELNK,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ELNK
Charles G. Betty,EARTHLINK NETWORK INC,Current,5/7/1996,1998,312,42,pres. & CEO,MALE,Pasadena,CA,ELNK.,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ELNK.
Dominic Ng,EAST WEST BANCORP INC,Current,1/1/1992,2023,1275,64,"Chairman, President & CEO",MALE,Pasadena,CA,EWBC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EWBC
"William C. Trimble, III",EASTERLY GOVERNMENT PPTYS,12/31/2023,2/5/2015,2023,800,61,"President, CEO & Director",MALE,Washington,DC,DEA,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DEA
J. Atwood Ives,EASTERN ENTERPRISES,Current,12/1/1991,1999,771.018,63,chmn. & CEO,MALE,Brooklyn,NY,EFU.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EFU.1
Donald G. Pardus,EASTERN UTILITIES ASSOC,Current,4/1/1989,1998,443.525,58,chmn. & CEO,MALE,West Bridgewater,MA,EUA,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EUA
"David H. Hoster, II",EASTGROUP PROPERTIES,12/31/2015,1/1/1997,2015,623,69,Chief Executive Officer and Director,MALE,Ridgeland,MS,EGP,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EGP
Marshall A. Loeb,EASTGROUP PROPERTIES,Current,1/1/2016,2023,775,61,"President, CEO & Director",MALE,Ridgeland,MS,EGP,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EGP
"Earnest W. Deavenport, Jr.",EASTMAN CHEMICAL CO,12/31/2001,1/1/1994,2001,990,62,chairman & CEO,MALE,Kingsport,TN,EMN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMN
James Brian Ferguson,EASTMAN CHEMICAL CO,5/7/2009,1/1/2002,2008,1131.154,53,chairman & CEO,MALE,Kingsport,TN,EMN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMN
James P. Rogers,EASTMAN CHEMICAL CO,1/1/2014,5/7/2009,2013,1203.064,62,Executive Chairman,MALE,Kingsport,TN,EMN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMN
Mark J. Costa,EASTMAN CHEMICAL CO,Current,1/1/2014,2023,1360.81,57,Chairman & CEO,MALE,Kingsport,TN,EMN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMN
"William Thomas McLain, Jr.",EASTMAN CHEMICAL CO,Current,,2020,647.829,47,CFO & Senior VP,MALE,Kingsport,TN,EMN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMN
Kay R. Whitmore,EASTMAN KODAK CO,12/1/1993,6/1/1990,1993,930.769,,"chmn., pres. & CEO",MALE,Rochester,NY,KODK,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KODK
George M.C. Fisher,EASTMAN KODAK CO,12/31/1999,12/1/1993,1999,2000,59,chmn. & CEO,MALE,Rochester,NY,KODK,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KODK
Daniel A. Carp,EASTMAN KODAK CO,6/1/2005,1/1/2000,2004,1138.328,56,chairman & CEO,MALE,Rochester,NY,KODK,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KODK
